,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9669784218590398,0.9714342090174017,0.9356398224720475,0.9665262384849291,0.0
1,16,False,0.9737934116445353,0.9669113047508068,0.9442996906516081,0.9727663807645115,0.0
2,32,False,0.9728038815117467,0.9712331522686073,0.9417582006737945,0.9720643868564205,0.0
3,64,False,0.9774802093973443,0.9753013523126379,0.9508626851846188,0.9765987259679212,0.0
4,100,False,0.9759320735444331,0.9712051084823086,0.9500844482247034,0.9752200648097301,0.0
5,8,True,0.9607539581205311,0.9626553345228932,0.9254980188011339,0.9579569816575156,0.0
6,16,True,0.9606741573033708,0.9513821785917874,0.9316638647600355,0.9596825099501954,0.0
7,32,True,0.9578492083758938,0.9592418307895154,0.9341941737148209,0.9565864136853492,0.0
8,64,True,0.9631001021450459,0.9615946999435285,0.9360857798923664,0.9614874508089307,0.0
9,100,True,0.9584716547497446,0.9546879824716439,0.9251368640955867,0.9562389685373349,0.0
