,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9680796731358529,0.9753532952028768,0.9333053296405043,0.9674841592212438,0.0
1,16,False,0.974607379979571,0.971226599599136,0.9436602345613729,0.9736141867561501,0.0
2,32,False,0.977863253319714,0.9795068710252683,0.9532071693780291,0.9775790701265199,0.0
3,64,False,0.9801136363636364,0.9794764467884095,0.9563113794346618,0.9795619910051856,0.0
4,128,False,0.9769216036772217,0.9772188790892751,0.9503963656421899,0.9763425666448766,0.0
5,150,False,0.9769056435137896,0.9741180359822144,0.9496498780573951,0.9759937396196031,0.0
6,8,True,0.958966419816139,0.9499784665878233,0.9226556912392023,0.9570367654381335,0.0
7,16,True,0.9613125638406538,0.9573525307375543,0.9295593872253685,0.9591209481470171,0.0
8,32,True,0.9604666751787538,0.9564114607631679,0.9310615330953996,0.9587697459534831,0.0
9,64,True,0.964408835546476,0.9589122709790368,0.935102516493052,0.9629773833506005,0.0
10,128,True,0.9593175434116445,0.9594531499612957,0.9326856407720974,0.9581509930183378,0.0
11,150,True,0.9554392236976507,0.9572941079309378,0.9224536866505981,0.9538192440213492,0.0
