,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9618232890704801,0.9676427711869193,0.9183598340356107,0.9608640446575707,0.0
1,16,False,0.976554519918284,0.9738857671233752,0.9488998212330632,0.9758479490585874,0.0
2,32,False,0.9601793922369765,0.9644863753828702,0.9135183540603335,0.958792070016887,0.0
3,64,False,0.9732826864147089,0.968637250694791,0.9411665201603526,0.9718065277362985,0.0
4,100,False,0.9716547497446374,0.9714393636311662,0.9386171983209348,0.9705798702588675,0.0
5,8,True,0.9596686670071501,0.9544214781551444,0.9240048298879744,0.9576823958812695,0.0
6,16,True,0.9495499233912156,0.9458098534058523,0.9139059888848242,0.9499317967530168,0.0
7,32,True,0.9599719101123596,0.9513159303725496,0.9259101649538746,0.9584057628189842,0.0
8,64,True,0.9567798774259448,0.9521533052464521,0.9246257249784128,0.955293212431757,0.0
9,100,True,0.9583758937691522,0.9505269837459142,0.9230051084257808,0.9573161940411408,0.0
