,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9720856741573034,0.9733560310008258,0.9435806679050551,0.9715719767740827,0.0
1,16,False,0.9752457865168539,0.9707520669955758,0.945817885383933,0.9742870501496238,0.0
2,32,False,0.9744796986721144,0.9762535256239689,0.9473700496382433,0.974138973893886,0.0
3,64,False,0.9786612614913177,0.9761163776166626,0.9534297870021122,0.9777682483933703,0.0
4,100,False,0.9767460418794689,0.9733487666865666,0.9505220308639769,0.9760581477628723,0.0
5,8,True,0.9607539581205311,0.9553331590822359,0.924214750950395,0.9582463115893467,0.0
6,16,True,0.9620467313585291,0.9530152392700364,0.9301450633948015,0.9606374571000449,0.0
7,32,True,0.9625095760980592,0.9557836796277204,0.9344037994348507,0.9610857303581394,0.0
8,64,True,0.9626212972420838,0.9597530280404615,0.9350146744222572,0.9609444946134773,0.0
9,100,True,0.9538432073544433,0.9464196770310987,0.9199180837927788,0.9514982072368228,0.0
