,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9657973697650664,0.9704608929701612,0.9309579684515628,0.9650154316922328,0.0
1,16,False,0.9740487742594485,0.9657734743026625,0.9462168580353628,0.9731235022117759,0.0
2,32,False,0.9728038815117467,0.970286608230259,0.9421964209470095,0.972067005425335,0.0
3,64,False,0.9775759703779366,0.9757253054973162,0.9509004586736849,0.9767235217459816,0.0
4,128,False,0.9764427987742594,0.9714506611506357,0.9510320315737817,0.9757847261235103,0.0
5,150,False,0.9729156026557712,0.9700150089498659,0.9387826584735073,0.9714585770590427,0.0
6,8,True,0.9590621807967313,0.9475660955470855,0.9300780438395686,0.9581109868730268,0.0
7,16,True,0.9571788815117467,0.9578083566874396,0.934539558725888,0.956022831377826,0.0
8,32,True,0.9648716802860061,0.9616342129467038,0.938945338256834,0.9635728476065197,0.0
9,64,True,0.9585354954034729,0.9537695098434091,0.9239215917452626,0.9564315307479867,0.0
10,128,True,0.9551359805924413,0.9473139521128426,0.9294638178445996,0.9538427409446537,0.0
11,150,True,0.960722037793667,0.9647466257301291,0.9188969643800119,0.9586057588858515,0.0
