,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,0.9823704769736842,0.9799261562844577,0.9734667351079632,0.9822866024851422,0.7308909163488757
1,0.9822505482456141,0.9797518063426606,0.9732638671523738,0.9821642702093205,0.7449661635272089
2,0.9822505482456141,0.9797690586381705,0.9732982068282489,0.9821636753867441,0.744905234805383
3,0.9823704769736842,0.9799053150236949,0.9734643918330863,0.9822855663134534,0.7448967940090051
4,0.9822676809210527,0.979780041400867,0.973214727314358,0.982179737236397,0.7448924198707486
