,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,0.8522432572614108,0.8687443811807012,0.7036101440039024,0.8444596606744234,0.532498538005788
1,0.8522432572614108,0.8685748538888056,0.7038576515779185,0.8444872575048619,0.5325043932889592
2,0.8524377593360996,0.8688745691592987,0.7035365610182708,0.8445423664824074,0.5323855019883126
3,0.8514004149377593,0.8679358417028932,0.701462782219423,0.8434192562846019,0.5324985497234244
4,0.8529564315352697,0.8709725760527499,0.7014817581937678,0.8450599375375253,0.5309658204841367
