,epoch,onlyImage,modality,accuracy,f1_median,f1_macro,f1_weighted
0,4,False,both,0.6654008964143426,0.5351288056206089,0.39647328294182443,0.6410276328668308
1,8,False,both,0.8038159860557769,0.7640056022408964,0.5821119046426113,0.7959931532412657
2,16,False,both,0.8077066733067729,0.777209143636984,0.586726957395783,0.8017530699337166
3,32,False,both,0.7971240039840638,0.7633912735012415,0.589551500229888,0.79190083560977
4,64,False,both,0.8094497011952191,0.7595204513399153,0.5871637368009162,0.8019657530171759
5,128,False,both,0.809543077689243,0.763724808895066,0.5768726839980289,0.8009083776964643
6,150,False,both,0.8098543326693227,0.7734584450402144,0.5815443799504977,0.8019619363316487
7,4,True,RNA,0.7898406374501992,0.7717041800643086,0.5850808145353478,0.7846033465275276
8,4,True,image,0.1743961653386454,0.06491803278688525,0.09402375147423316,0.1698881004326717
9,8,True,RNA,0.8003921812749004,0.773591427583823,0.5919973560981577,0.7958648512151283
10,8,True,image,0.10118899402390438,0.07181751287711553,0.06954379691668978,0.08540172769235539
11,16,True,RNA,0.810570219123506,0.782246879334258,0.6020804001150529,0.8058432704545636
12,16,True,image,0.2945717131474104,0.017205422314911362,0.07530720108405675,0.19623996785222098
13,32,True,RNA,0.7984935258964143,0.7823994499828119,0.5951349374057222,0.7932751599831109
14,32,True,image,0.3012636952191235,0.004444444444444444,0.08648461142991361,0.22394813570485228
15,64,True,RNA,0.8072397908366534,0.7827868852459017,0.5916783052314294,0.8021229743351804
16,64,True,image,0.22933266932270915,0.06208718626155877,0.09536526051070923,0.20159950528251336
17,128,True,RNA,0.7961591135458167,0.7823111345090813,0.5896867240775996,0.7951727323100801
18,128,True,image,0.20405876494023906,0.03734827264239029,0.10334245339213263,0.19837503428316924
19,150,True,RNA,0.8083291832669323,0.7668292682926829,0.5935081858846831,0.8038961255051513
20,150,True,image,0.22752739043824702,0.0018691588785046732,0.0738603586758666,0.1723140204669879
