,epoch,onlyImage,modality,accuracy,f1_median,f1_macro,f1_weighted
0,4,False,both,0.6009440104166667,0.41289757805660926,0.3702286325084368,0.6021894768804831
1,8,False,both,0.77119140625,0.7466952483029653,0.6009563034463536,0.767935845221264
2,16,False,both,0.79306640625,0.7619760479041917,0.5977267877886422,0.7882677208957826
3,32,False,both,0.79873046875,0.7752729335034737,0.6128573059779018,0.7973468577289123
4,64,False,both,0.8122721354166667,0.7987796019177684,0.6334742661339583,0.8129121733685443
5,128,False,both,0.8251953125,0.8207602339181287,0.6601054797211041,0.8233765759029171
6,200,False,both,0.8212239583333333,0.8116718773261873,0.6540613835590052,0.8164483278394067
7,4,True,RNA,0.7532552083333334,0.7356393801846924,0.598803924119831,0.7611751397805953
8,4,True,image,0.24251302083333334,0.002609262883235486,0.07888310531187419,0.1884996227693613
9,8,True,RNA,0.7808268229166667,0.74946532233425,0.5954416713321702,0.7763442443172616
10,8,True,image,0.3313802083333333,0.0,0.061610266889307964,0.1857223173178762
11,16,True,RNA,0.7907877604166667,0.7528727272727271,0.593018558900964,0.7874728375245439
12,16,True,image,0.17347005208333333,0.002607561929595828,0.07426542072256763,0.1510509681144729
13,32,True,RNA,0.80478515625,0.7667552406259226,0.6158864997273431,0.8023562698080623
14,32,True,image,0.16614583333333333,0.0,0.035715475797574725,0.05791560109989293
15,64,True,RNA,0.8184895833333333,0.7964601769911505,0.6438390329702384,0.8181576776880455
16,64,True,image,0.33714192708333335,0.0,0.056560076045627836,0.17926413965561658
17,128,True,RNA,0.8240234375,0.8198951395777242,0.6550830019332768,0.8211821483422345
18,128,True,image,0.17932942708333333,0.0,0.05464854504912079,0.12485193695744723
19,200,True,RNA,0.822265625,0.8192032686414709,0.6559721668235308,0.8188081932045249
20,200,True,image,0.16282552083333332,0.04249189773136478,0.08089779230737107,0.16717584837973132
