Embedding,Isolated labels,Leiden NMI,Leiden ARI,Silhouette label,cLISI,Silhouette batch,iLISI,KBET,Graph connectivity,PCR comparison,Batch correction,Bio conservation,Total
Unintegrated_HVG_only,1.0,0.4883613833365734,0.42023587778575133,0.16236986256728692,1.0,1.0,0.0,0.0,0.400185954275722,0.0,0.2800371908551444,0.6141934247379224,0.48053093118481116
train_100_encoder_0.0_False,0.7420336012914241,0.6030163883588484,0.49144200622528433,0.0,0.4434749835952232,0.8702915219747407,0.5418090064320245,0.4150080006776639,0.8911939837470602,0.8762811862324263,0.7189167398127831,0.455993395894156,0.5611627334616068
train_100_encoder_0.0_True,0.935836369828821,0.6942009971855576,0.3658882030238835,0.49575519853531524,0.8112704511984248,0.8537785983616004,0.7878542678044084,0.8488172743259466,1.0000000000000004,1.0,0.8980900280983912,0.6605902439544005,0.7555901576119968
train_16_encoder_0.0_False,0.7469649010670112,0.683295384734512,0.6868603409514572,0.09747999537842134,0.48320390408659364,0.8816220202582281,0.5121682015334587,0.3940714051325015,0.9021278198112479,0.8507421324059242,0.708146315828272,0.5395609052435991,0.6069950694774683
train_16_encoder_0.0_True,0.918560099282905,0.8934914015482205,0.6114425820411474,0.6404159420762152,0.8346662935971096,0.861372523454353,0.7703811197525331,0.8223094380630231,0.9227125549072959,0.9693499641496345,0.8692251200653679,0.7797152637091196,0.8155192062516189
train_32_encoder_0.0_False,0.7383340067277231,0.6184853401892259,0.7338397791363008,0.049351942099916,0.4593938349923974,0.8755842488262635,0.5205310397420815,0.4172808918518341,0.93430711182241,0.8452077517317877,0.7185822087948754,0.5198809806291126,0.5993614718954178
train_32_encoder_0.0_True,0.9185824939231211,0.8981411295363744,0.7013874781965891,0.5694434256562797,0.84914580680109,0.8345011519087695,0.7867836153539857,0.8858530010633747,0.9717499571861921,0.9873155893102574,0.893240662964516,0.7873400668226909,0.829700305279421
train_4_encoder_0.0_False,0.7894342460704404,0.7764622429126513,0.7001540671658354,0.17271698459770057,0.48570519605567597,0.9186242518995726,0.4629215779761271,0.3259508606283107,0.9571148705854697,0.7693103590497162,0.6867843840278394,0.5848945473604608,0.6256504820274122
train_4_encoder_0.0_True,0.9529834979494907,0.906746946742877,0.8908139654181161,0.6644006316157451,0.7948567183885871,0.8864665562293297,0.7466991880979728,0.7793971883368005,0.9524756457502432,0.9569351549778916,0.8643947466784475,0.8419603520229633,0.850934109885157
train_64_encoder_0.0_False,0.7441513131190602,0.6277454669001585,0.5782559870575333,0.04472183133015584,0.482354540213322,0.8718296315870964,0.5157601485130838,0.44416040670616047,0.9261918878567625,0.8573655197073676,0.7230615188740941,0.495445827724046,0.5864921041840652
train_64_encoder_0.0_True,0.9137648096222304,1.0,1.0,0.7340346677647851,0.815747285869179,0.8774794559777606,0.7853447546482661,0.8477543925032438,0.9384300595490687,0.9776431170728002,0.8853303559502279,0.8927093526512389,0.8897577539708345
train_8_encoder_0.0_False,0.7458186687319501,0.6890325224033571,0.5856082842507767,0.1036234361437085,0.48859283407730913,0.8834403946873666,0.5127125655243052,0.39054032862236676,0.8910150921834106,0.8415352383392333,0.7038487238713365,0.5225351491214203,0.5950605790213868
train_8_encoder_0.0_True,0.9230263370300043,0.8079078422554584,0.5992978110233899,0.7087785700954239,0.8209186472710144,0.8673296787344489,0.7819540593426954,0.8460498470634561,0.9311666112155237,0.9824669933003598,0.8817934379312968,0.7719858415350582,0.8159088800935537
train_umap_100_encoder_0.0_False,0.09212919841184675,0.00470559813944238,0.04216382334076357,0.49582902529129314,0.042110226121963024,0.018735542933776106,0.7923629831356503,0.38980094622666495,0.0,0.7997571136629844,0.40013131719181516,0.1353875742610618,0.24128507143336314
train_umap_100_encoder_0.0_True,0.9340170292576644,0.1562462638914841,0.0,0.6436210661033872,0.5519620504619809,0.15702600321998972,1.0,0.9856037838223788,0.2763861641443617,0.5669992063836365,0.5972030315140733,0.45716928194290335,0.5131827817713713
train_umap_16_encoder_0.0_False,0.040675235726916004,0.0,0.05216959433223234,0.4525346692460612,0.022530048860801344,0.0,0.7663037963416981,0.41653240735217295,0.06789334911182587,0.742842464969396,0.3987144035550186,0.11358190963320218,0.22763490720192875
train_umap_16_encoder_0.0_True,0.7033891861881056,0.26853359943278843,0.046977237312647635,0.7136088307702337,0.5586598770662761,0.16223724082052682,0.9734804520190066,0.9194755544999731,0.28828382379374595,0.6354133196601016,0.5957780781586708,0.4582337461540103,0.5132514789558744
train_umap_32_encoder_0.0_False,0.0,0.030326901585794097,0.04557127354103968,0.5425669314199215,0.02685403786389884,0.03679705334868455,0.7778581762345739,0.43371096234208767,0.06066530102838419,0.7713429932600957,0.4160748972427652,0.1290638288821308,0.24386825622638458
train_umap_32_encoder_0.0_True,0.7411402790932038,0.29029347756001744,0.0544949052617173,0.7895519142519412,0.6069202743056792,0.12374899448084964,0.9995332639604126,1.0,0.24261346377749105,0.6606034459643819,0.6052998336366271,0.49648017009451173,0.5400080355113579
train_umap_4_encoder_0.0_False,0.2521447253623966,0.04265287366494874,0.055946822171456856,0.5085614744020841,0.0035074844590212706,0.04892585525879234,0.7180005702668727,0.30166604272518316,0.06482789831029168,0.8368651147037987,0.39405709625298774,0.17256267601198153,0.261160444108384
train_umap_4_encoder_0.0_True,0.7740545029556261,0.28743025725042237,0.07601017495860929,0.8490704998118783,0.5474867093970488,0.15641308763936124,0.9532694258400289,0.8801233812789011,0.23768948201155338,0.4836217411866404,0.542223423591297,0.5068104288747171,0.520975626761349
