Embedding,Isolated labels,Leiden NMI,Leiden ARI,Silhouette label,cLISI,Silhouette batch,iLISI,KBET,Graph connectivity,PCR comparison,Batch correction,Bio conservation,Total
Unintegrated_HVG_only,0.61118996,0.7979156003253423,0.7069254158280788,0.556743212044239,0.9959541729518345,0.92168814,0.1379554271697998,0.13668324451540007,0.8880011300757998,0,0.4168655882399258,0.7337456725165811,0.606993638805919
train_128_encoder_0.0_False,0.47359127,0.7579981758119756,0.6773192988399347,0.5287253633141518,0.988772818020412,0.94843346,0.30276838938395184,0.5312952116481074,0.6756459175814641,0.524655842373886,0.5965597639584986,0.685281384809813,0.6497927364692873
train_128_encoder_0.0_True,0.47031856,0.5025475821423762,0.4153244667062076,0.4973278718534857,0.9513606571015858,0.9325838,0.38161049948798287,0.675525317786799,0.5114019631009706,0.6293200228106549,0.6260883224170667,0.567375826727113,0.5908608250030944
train_150_encoder_0.0_False,0.47735366,0.7546274135507018,0.6689403822756977,0.5302649531513453,0.9892447675977435,0.94956356,0.3021807935502794,0.5064084177338266,0.6900030355610954,0.5174641271166931,0.593123987366384,0.6840862357655829,0.6477013364059034
train_150_encoder_0.0_True,0.4642772,0.4565145214201975,0.3737050578987995,0.49130431469529867,0.9463732696714855,0.92881835,0.3869769308302138,0.6580562410119966,0.49981587934469796,0.6826174172340143,0.6312569626981615,0.5464348743074382,0.5803637096637275
train_16_encoder_0.0_False,0.47944072,0.7536281443489008,0.6593401116739039,0.5297333728522062,0.9893641925993419,0.9476934,0.30055104361640084,0.5217869836106379,0.6978153391169926,0.4974160506350292,0.5930525649029227,0.6823013080727179,0.6466018108047998
train_16_encoder_0.0_True,0.4558815,0.46228579823750393,0.3498541730663653,0.4898317437618971,0.9456236248924619,0.9242545,0.38637569215562606,0.6902326689514862,0.4931753030147611,0.659643503605056,0.6307363289502016,0.5406953692325667,0.5767117531196206
train_32_encoder_0.0_False,0.47368655,0.7527136277011325,0.6653676839258796,0.5306574795395136,0.9891253709793091,0.94677716,0.2979302671220567,0.5316678265870523,0.6804903667020868,0.4960033406659773,0.5905737932026478,0.68231014164662,0.6456156022690311
train_32_encoder_0.0_True,0.4660808,0.4585529712436696,0.3666301327356318,0.4891740446910262,0.9446289766402471,0.9260534,0.3854842715793186,0.7095289334471621,0.49463450210338383,0.6607456445353214,0.635289351294646,0.5450133879821131,0.5811237733071262
train_4_encoder_0.0_False,0.5018787,0.7726335098319358,0.6932563951569962,0.5437463782727718,0.9914846987951369,0.9419957,0.29088523652818465,0.49964441987411534,0.6963441575638735,0.33627380403035845,0.5530286596657431,0.7005999321711032,0.6415714231689591
train_4_encoder_0.0_True,0.46801406,0.4960656587053323,0.38685231267216297,0.4924676055088639,0.9462178548177084,0.93236595,0.37332063251071507,0.7096807160420177,0.44645831900922955,0.5366704741100087,0.5996992191188485,0.5579234986310052,0.5746337868261425
train_64_encoder_0.0_False,0.4740866,0.7494458282821972,0.6568534648828978,0.5299455784261227,0.9889082000369117,0.94834745,0.3047644827100966,0.5156865380707865,0.676497549037487,0.5195194664183838,0.5929630971078854,0.6798479368182254,0.6450940009340894
train_64_encoder_0.0_True,0.46712336,0.47411065902732585,0.371290658207699,0.4937452166341245,0.9480501243046352,0.9295466,0.3860550986395942,0.7174395225052124,0.4973284942067861,0.6535679053949511,0.6367875230732589,0.5508640035231084,0.5852334113431685
train_8_encoder_0.0_False,0.4815317,0.7649014621306355,0.6769752385455734,0.5414214320480824,0.9915073031470889,0.94389224,0.2972287072075738,0.5183121527891488,0.696247944859453,0.4396989047961204,0.5790759900353176,0.6912674290607965,0.6463908534506049
train_8_encoder_0.0_True,0.4609106,0.488039191668381,0.38037727283725176,0.4925487404689193,0.949035474232265,0.9284962,0.38181670506795246,0.6525448999081012,0.4807411441505071,0.6133047191327599,0.611380730044839,0.5541822535419402,0.5770616441430997
train_umap_128_encoder_0.0_False,0.16362058,0.6552412264257488,0.3277374232078821,0.590571291744709,0.9844552789415631,0.7253857,0.4178283479478624,0.5663901409947156,0.7463844758640158,0,0.4911977380609587,0.5443251593164754,0.5230741908142688
train_umap_128_encoder_0.0_True,0.2340734,0.4399708099995273,0.19729657219331673,0.47144111804664135,0.9410319555373419,0.769392,0.4632802539401584,0.43561371623083683,0.48195428870852786,0.1386183911415223,0.45777173271417004,0.45676277125485276,0.4571663558385797
train_umap_150_encoder_0.0_False,0.16564998,0.6685210676143916,0.3757823223303108,0.5916233658790588,0.9853154761450631,0.71864766,0.4146477911207411,0.5709742985976488,0.7641687924967454,0.03175979033784457,0.50003966627558,0.5573784424550899,0.534442931983286
train_umap_150_encoder_0.0_True,0.27416673,0.39883270330965875,0.18259340866023654,0.46121426671743393,0.9341323262169248,0.80596983,0.47180938720703125,0.34284706783814295,0.4376315250231703,0.2834041603941333,0.4683323949580352,0.4501878875861517,0.4574456905349051
train_umap_16_encoder_0.0_False,0.20564951,0.656517324223068,0.3331515133761206,0.5884555354714394,0.9854260172162738,0.72520906,0.4163507885403103,0.5820457240427075,0.7632467539423294,0.04959698795979639,0.5072898623632458,0.553839980062576,0.5352199329828439
train_umap_16_encoder_0.0_True,0.2754721,0.40674439406383844,0.1914210467016649,0.4554561376571655,0.9326527232215518,0.791148,0.4742452833387587,0.4938975822867791,0.4429917815602133,0.20819585334394747,0.4820957014891489,0.4523492812387257,0.46424784933889496
