,Accuracy,F1 median,F1 macro,F1 weigted,other T,CD4 T,B,CD8 T,HSC,Erythrocytes,NK,other,Monocytes,MK/E prog,Lymph prog,G/M prog,DC,concat,epoch,pearsons
0,0.79278564453125,0.7260273972602739,0.6566612364529607,0.7688628784497556,0.14695340501792115,0.7789728828965309,0.9676750216076058,0.683599419448476,0.7091108671789242,0.9778239778239777,0.8119766556711494,0.10029498525073746,0.922389013094858,0.3434343434343435,0.7803099361896079,0.5880281690140845,0.7260273972602739,QR cite GEX,4,0.7462580413690976
1,0.79156494140625,0.7192118226600984,0.652876879927609,0.766684117793449,0.12789620018535683,0.7774408732565191,0.9668508287292816,0.6880403458213257,0.6651053864168618,0.9798428425008542,0.812452543659833,0.10149253731343283,0.9252965694132735,0.42011834319526625,0.7511649580615097,0.5524861878453039,0.7192118226600984,QR merged cite GEX,4,0.0
2,0.6909926470588236,0.56282722513089,0.5523142215068569,0.68439796296335,,0.582311590649011,0.8974514563106797,0.56282722513089,0.26429980276134124,0.8996723996723998,0.6,,0.8042570951585978,0.2919937205651491,0.4264507422402159,0.2380952380952381,0.5080971659919028,QR multiome GEX,4,0.076954943151361
3,0.6754136029411765,0.5337547979227818,0.5414520608295752,0.6696227495588942,,0.5743688695931822,0.8870189840944074,0.5337547979227818,0.28471001757469244,0.9023582954075301,0.5985867335308868,,0.7681592039800995,0.269814502529511,0.43495934959349597,0.23659305993690852,0.46564885496183206,QR merged multiome GEX,4,0.0
4,0.13855698529411764,0.09900442477876106,0.0937335262723709,0.13840551966264197,,0.14640954072570414,0.130654718890013,0.17939160755079955,0.022181146025878003,0.1874120956399437,0.09900442477876106,,0.13618974751338944,0.01171875,0.054777845404747415,0.028846153846153848,0.034482758620689655,QR multiome ATAC,4,
5,0.6315716911764706,0.4651549329217619,0.49968647548467876,0.6294155109935021,,0.5415293342122611,0.8634462567963196,0.4651549329217619,0.2571428571428571,0.8879668049792531,0.5922920892494928,,0.6971780028943559,0.2033271719038817,0.42614023144996593,0.1846153846153846,0.37775816416593117,MP ADT through GEX,4,0.3246212830180565
6,0.753338320035461,0.4451864218141347,0.46623816100142723,0.7417051009585003,0.0,0.7300361280677713,0.8111538461538461,0.4651355021550451,0.1964956195244055,0.9858203916272789,0.7047268262737877,0.0,0.9307378482340599,0.21785173978819972,0.343065693430657,0.23088607594936708,0.4451864218141347,MP ATAC through GEX,4,0.4330566474348212
7,0.6755974264705882,0.5344166102459942,0.5414614933993945,0.6697756226108286,,0.5760309278350515,0.886949378786323,0.5344166102459942,0.28671328671328666,0.9022525315147757,0.5966750170803917,,0.768312101910828,0.26485568760611206,0.435603506405934,0.23861852433281006,0.46564885496183206,MP merged ADT through GEX,4,0.4049593783965018
8,0.9139378324468085,0.8711340206185567,0.8068104265242538,0.9080258765908389,0.4613710554951034,0.8713116786511281,0.9645672304277951,0.7605526295702617,0.8609865470852018,0.9947376647736155,0.9265244918360547,0.4056603773584906,0.980917293564826,0.7195266272189349,0.8711340206185567,0.7782805429864253,0.8929653852289041,MP merged ATAC through GEX,4,0.8073673453269006
9,0.80145263671875,0.7198581560283687,0.5995445135035067,0.7707828082310034,0.24889673433362758,0.8449935815147626,0.9178263750828363,0.8036437246963563,0.5864864864864866,0.9519295870006772,0.8330765279917822,0.08666666666666667,0.8653673163418291,0.14222222222222222,0.41232227488151657,0.3807890222984563,0.7198581560283687,QR cite GEX + ADT,4,0.0
