,Accuracy,F1 median,F1 macro,F1 weigted,other T,CD4 T,B,CD8 T,HSC,Erythrocytes,NK,other,Monocytes,MK/E prog,Lymph prog,G/M prog,DC,concat,epoch,pearsons
0,0.81744384765625,0.7972149695387293,0.7082874550883329,0.7983852282982162,0.1737619461337967,0.7973713033953999,0.9699170124481328,0.7344869778010837,0.7171052631578948,0.9885297184567258,0.8391248391248392,0.2191011235955056,0.9500657030223391,0.5562130177514792,0.7972149695387293,0.6655683690280066,0.7992766726943943,QR cite GEX,4,0.75387907027696
1,0.8126220703125,0.7682709447415329,0.6909137270639673,0.7915834898229823,0.14594594594594595,0.7980018732438339,0.9697074606196988,0.7353401774839047,0.6399055489964581,0.9808612440191387,0.8376990241397021,0.20172910662824206,0.9416748126425545,0.5056818181818181,0.7682709447415329,0.6632996632996633,0.7937608318890815,QR merged cite GEX,4,0.0
2,0.7455422794117647,0.6597392782920839,0.6037729881330941,0.7438994675710581,,0.6597392782920839,0.9024537409493163,0.6803345573235414,0.35443037974683544,0.901880621422731,0.7077736181457828,,0.8670416197975254,0.29798657718120813,0.46517739816031545,0.3022508038585209,0.5024342745861733,QR multiome GEX,4,0.07775858422131544
3,0.7327205882352941,0.6475066615911687,0.5934984113869487,0.7347961290749305,,0.6475066615911687,0.8852492789451999,0.6726530612244899,0.32748538011695905,0.9063978605225261,0.7088948787061996,,0.8515245249668582,0.30612244897959184,0.47757422615287426,0.28611898016997167,0.458955223880597,QR merged multiome GEX,4,0.0
4,0.15638786764705884,0.09129095491458976,0.10086893661898469,0.15606016280018067,,0.1573504751257686,0.15781359495444988,0.20732960383605437,0.026465028355387527,0.19769577558857904,0.09129095491458976,,0.16377096238102432,0.007194244604316545,0.05767844268204758,0.003436426116838488,0.039532794249775384,QR multiome ATAC,4,
5,0.6736213235294117,0.5993920972644375,0.5278589752573057,0.6901571325449469,,0.5993920972644375,0.8375281139552317,0.6205622819618305,0.1831578947368421,0.903183885640026,0.6960950764006791,,0.8179679144385027,0.1288014311270125,0.43775811209439525,0.23516237402015677,0.34683954619124796,MP ADT through GEX,4,0.33302564454633415
6,0.8002687278368794,0.40995058783438404,0.4625820494195941,0.7739063836644055,0.0,0.8182405165456013,0.7499703052619077,0.5707199875997829,0.014492753623188403,0.9863170490609229,0.8805455274769354,0.0,0.9517621848356357,0.15359477124183005,0.31712139185448796,0.1608515671200473,0.40995058783438404,MP ATAC through GEX,4,0.4322782981112951
7,0.7330882352941176,0.6485148514851485,0.5942950683942404,0.735191794284075,,0.6485148514851485,0.8847897774113767,0.6736047342107949,0.3279648609077599,0.9061728395061728,0.7099528195911031,,0.8511484098939929,0.3036496350364963,0.4776307498424701,0.2921348314606742,0.46168224299065425,MP merged ADT through GEX,4,0.41921001461192925
8,0.9244653147163121,0.8718342287029931,0.8339686989937256,0.9199995213848277,0.4816017316017316,0.8876000169340841,0.966105602951349,0.7886733088620871,0.8718342287029931,0.9954628422425034,0.9379800148649765,0.5392156862745098,0.9844724618447247,0.8053830227743272,0.8699067255768287,0.7896512935883014,0.9237061507000156,MP merged ATAC through GEX,4,0.815745979825169
9,0.83837890625,0.7552870090634443,0.6831175470876787,0.8195125398114831,0.3532258064516129,0.8655256723716381,0.9306599832915623,0.8469336878843278,0.6557823129251701,0.9654939106901218,0.8749666755531859,0.40633245382585753,0.9355577363428197,0.21645021645021642,0.5578947368421053,0.5164179104477612,0.7552870090634443,QR cite GEX + ADT,4,0.0
