Embedding,Isolated labels,Leiden NMI,Leiden ARI,Silhouette label,cLISI,Silhouette batch,iLISI,KBET,Graph connectivity,PCR comparison,Batch correction,Bio conservation,Total
Concerto_128_decoder_0.0,0.5,0.01750128373107272,-3.6576419819137678e-06,0.5,0.7711973985036215,1.0,0.7948597499302456,0.2062418839999665,0.017802408797458678,0.9999999999999992,0.603780808545534,0.3577390049185425,0.4561557263693391
Concerto_128_decoder_0.1,0.5,0.017533235297457418,-1.4912924992839964e-06,0.5,0.7711973985036215,1.0,0.7948597499302456,0.2062313759804299,0.017802408797458678,0.9999999999999992,0.6037787069416266,0.35774582850171593,0.4561589798776802
Concerto_128_encoder_0.0,0.5282824,0.7790021597847407,0.676913545109919,0.517473429441452,0.9982267101605733,0.9553703,0.2825418199811663,0.23608625270478206,0.7843163697835831,0.2652410132808217,0.5047111525438084,0.6999796496885216,0.6218722508306362
Concerto_128_encoder_0.1,0.5282178,0.7810345361561802,0.6725097699484023,0.5180606171488762,0.9982176780700683,0.9548342,0.2820056847163609,0.22792244598561806,0.776711914484376,0.26521534346889003,0.5013379222897648,0.6996080787669027,0.6203000161760475
Concerto_16_decoder_0.0,0.5,0.017488322213242077,-5.484552993518443e-07,0.5,0.7711973985036215,1.0,0.7948597499302456,0.2062313674124838,0.017802408797458678,0.9999999999999983,0.6037787052280372,0.35773703445231286,0.4561537027626026
Concerto_16_decoder_0.1,0.5,0.01756840184877708,-4.93346516446091e-07,0.5,0.7711973985036215,1.0,0.7948597499302456,0.20622924115904306,0.017802408797458678,0.9999999999999983,0.6037782799773491,0.35775306140117646,0.45616314883164555
Concerto_16_encoder_0.0,0.53168726,0.7878240881391704,0.6819807037570954,0.5180782470852137,0.9987608710924785,0.95272595,0.27157749448503765,0.22839157881746078,0.7770196960191159,0.15156876582850193,0.47625669641066903,0.703666233949606,0.6127024189340312
Concerto_16_encoder_0.1,0.5326717,0.7983198800194982,0.7478892097548882,0.5175817161798477,0.9987414677937826,0.95328796,0.2725748334612165,0.2304782314915591,0.7849830111779472,0.14272502944735813,0.47680981293537944,0.7190407927470399,0.6221484008223758
Concerto_203_decoder_0.0,0.5,0.017443840309861545,8.990157192978699e-08,0.5,0.7711973985036215,1.0,0.7948597499302456,0.2062821708951212,0.017802408797458678,0.9999999999999846,0.6037888659245619,0.357728265743011,0.4561525058156314
Concerto_203_decoder_0.1,0.5,0.01761555061270221,-4.147522376309943e-06,0.5,0.7711973985036215,1.0,0.7948597499302456,0.20622575077193164,0.017802408797458678,0.9999999999999846,0.603777581899924,0.35776176031878953,0.45616808895124333
Concerto_203_encoder_0.0,0.52958786,0.7644455852955293,0.6052028290105381,0.5175223089754581,0.998184084892273,0.9562566,0.2834305763244629,0.23701344522707887,0.7857447530876749,0.28401488304580874,0.5092920571443049,0.6829885346099184,0.6135099436236731
Concerto_203_encoder_0.1,0.52900606,0.77919225796217,0.6845765503539498,0.518545750528574,0.9981412251790365,0.9553545,0.2836892945425851,0.24205338601179985,0.7874025653732839,0.27785106530691855,0.5092701645944822,0.7018923695923742,0.6248434875932174
Concerto_32_decoder_0.0,0.5,0.01759639803680292,1.882728121755779e-07,0.5,0.7711973985036215,1.0,0.7948597499302456,0.20623944364756544,0.017802408797458678,0.9999999999999988,0.6037803204750537,0.35775879696264734,0.4561674063676099
Concerto_32_decoder_0.1,0.5,0.01749457256522311,3.715286198952337e-07,0.5,0.7711973985036215,1.0,0.7948597499302456,0.20623934524684095,0.017802408797458678,0.9999999999999988,0.6037803007949087,0.35773846851949287,0.45615520142965926
Concerto_32_encoder_0.0,0.5306252,0.7996699051002011,0.8105332016396425,0.5190885029733181,0.998626979192098,0.9560056,0.28126553126743864,0.23038656231103616,0.7910920548623908,0.2549913199086699,0.5027482083244481,0.7317087626037448,0.6401245408920262
Concerto_32_encoder_0.1,0.5285427,0.7806441268828299,0.6761721682572202,0.5154729094356298,0.9984003782272339,0.9547156,0.2796459538596017,0.23094632718721034,0.7953086572669242,0.24191041157848536,0.5005053918885396,0.6998464560465141,0.6201100303833242
Concerto_4_decoder_0.0,0.5,0.017595077921101734,-2.966105851067786e-07,0.5,0.7711973985036215,1.0,0.7948597499302456,0.20622992209113508,0.017802408797458678,0.9999999999999994,0.6037784161637678,0.35775843596282764,0.45616642804320373
Concerto_4_decoder_0.1,0.5,0.017650769582603622,6.606126576725164e-06,0.5,0.7711973985036215,1.0,0.7948597499302456,0.2062273481604997,0.017802408797458678,0.9999999999999994,0.6037779013776408,0.3577709548425604,0.4561737334565925
Concerto_4_encoder_0.0,0.52132654,0.8116830357686723,0.8001000986442303,0.5059412950649858,0.9994706352551778,0.9304436,0.2556670052664621,0.2212056154616497,0.6782943877263133,0,0.4171221186746802,0.7277043213267402,0.6034714402659163
