,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8427565028901735,0.7924107142857143,0.7455106009409035,0.8526893052440802,0.0
1,16,False,0.8434790462427746,0.7865168539325842,0.7625255785652704,0.8571451911306872,0.0
2,32,False,0.841221098265896,0.7884405670665212,0.7504246977943004,0.8508454788058283,0.0
3,64,False,0.8420339595375722,0.7763226820324777,0.7517925860869895,0.8551932466004076,0.0
4,100,False,0.8395502167630058,0.7593984962406015,0.743123716564914,0.8501975193352737,0.0
5,8,True,0.8192286849710982,0.7743413516609392,0.7368232681859127,0.8347734839622325,0.0
6,16,True,0.8241510115606936,0.7797716150081567,0.7342829935829495,0.8378895022211199,0.0
7,32,True,0.8115065028901735,0.7467811158798283,0.7187941865243164,0.8265081105916524,0.0
8,64,True,0.802790823699422,0.7727034120734909,0.7175053069491226,0.819852717059311,0.0
9,100,True,0.8197254335260116,0.7661016949152543,0.7311558950802169,0.8299035348909698,0.0
