,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8329570086705202,0.7406380027739251,0.7337783199489007,0.8435044193780424,0.0
1,16,False,0.8297958815028902,0.7382550335570469,0.7146402514236883,0.8372003006332334,0.0
2,32,False,0.8076679913294798,0.726850058117009,0.7014028384867249,0.8187243593063034,0.0
3,64,False,0.8050939306358381,0.6957831325301206,0.6915133523210045,0.8159799860380796,0.0
4,100,False,0.8199512283236994,0.7136132555074374,0.7091369176753419,0.8278885389406042,0.0
5,8,True,0.8207189306358381,0.7058823529411765,0.714274348379401,0.8302539390015197,0.0
6,16,True,0.7948880057803468,0.7028508771929826,0.6770862556760464,0.8052078375941149,0.0
7,32,True,0.7975523843930635,0.6937394247038917,0.6776491048494913,0.8070308216019076,0.0
8,64,True,0.7847272398843931,0.6666666666666666,0.6691123243619898,0.79317105188373,0.0
9,100,True,0.7799403901734104,0.6595903165735567,0.669611698749905,0.7904365122112497,0.0
