,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.811867774566474,0.7908665329129645,0.718449748096296,0.8294747483958367,0.0
1,16,False,0.817467485549133,0.7867289355905818,0.7476490588803759,0.8359959011873787,0.0
2,32,False,0.8106936416184971,0.7744942483141611,0.7345455013051392,0.8273349975611531,0.0
3,64,False,0.8018876445086706,0.7588652482269503,0.706009049262451,0.8189919668768793,0.0
4,100,False,0.8036940028901735,0.7662324748931093,0.7270716578745984,0.821943587908496,0.0
5,8,True,0.7771856936416185,0.7375368057670829,0.7097797046746749,0.8050696434891356,0.0
6,16,True,0.8031520953757225,0.7603211009174312,0.7235780110091002,0.8254880106147194,0.0
7,32,True,0.7901011560693642,0.757238307349666,0.7275445879947068,0.8133167980230381,0.0
8,64,True,0.7693280346820809,0.736071573810492,0.6974850838757704,0.7955224224109314,0.0
9,100,True,0.788430274566474,0.7524967863146445,0.7316993187462798,0.8137277096577279,0.0
