,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,0.7807984104046243,0.6491428571428571,0.6646831593151485,0.7822576078496067,0.06387793281355597
1,0.7820628612716763,0.6490825688073394,0.6679695341334484,0.7835941636827964,0.06391486335697405
2,0.7821531791907514,0.6459770114942529,0.6673939350670584,0.7835834741279436,0.06405146902985874
3,0.7816112716763006,0.6445714285714287,0.6642259118675214,0.7831198516692703,0.06391980275058583
4,0.7817015895953757,0.6529209621993127,0.6684623986394095,0.783233032897136,0.06411408603042279
