,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8148934248554913,0.7662601626016259,0.7320920389200708,0.8270708933339095,0.0
1,16,False,0.8257315751445087,0.7503649635036496,0.7298866959897694,0.8366517823124646,0.0
2,32,False,0.8254154624277457,0.7482837528604118,0.7329652986723669,0.8326987388271878,0.0
3,64,False,0.821893063583815,0.7467911318553092,0.7299467061205999,0.8333298529171137,0.0
4,100,False,0.8204028179190751,0.7310344827586207,0.7235744872306976,0.8305049604026299,0.0
5,8,True,0.7872109826589595,0.7418688693856479,0.7043416642024447,0.8085725801875189,0.0
6,16,True,0.7939848265895953,0.7183271832718329,0.7039825593181711,0.8094122531773257,0.0
7,32,True,0.8029263005780347,0.7377185678601167,0.7174596712310405,0.8187307618794069,0.0
8,64,True,0.804371387283237,0.7365145228215767,0.7113840667919459,0.8195363232949773,0.0
9,100,True,0.7813403179190751,0.7050183598531212,0.6916774634780981,0.7960944799461115,0.0
