,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8142160404624278,0.7645875251509054,0.7293033192383269,0.8258762490894139,0.0
1,16,False,0.8198157514450867,0.7421096345514949,0.7215741059884869,0.8311508296894806,0.0
2,32,False,0.8227059248554913,0.7435610302351624,0.7205837004586783,0.8284417956450012,0.0
3,64,False,0.817783598265896,0.7302709069493521,0.7240353036352862,0.8283244008002542,0.0
4,128,False,0.8197705924855492,0.7240184757505774,0.7157798589711345,0.8279122374407574,0.0
5,150,False,0.8068099710982659,0.7280334728033472,0.7092076515864271,0.8158049620851202,0.0
6,8,True,0.7967395231213873,0.7102342786683108,0.7097580821824724,0.8125558106208768,0.0
7,16,True,0.8000361271676301,0.730679156908665,0.7104482441237412,0.8152452788953855,0.0
8,32,True,0.7935783959537572,0.7008196721311475,0.697390639030995,0.8082437972936467,0.0
9,64,True,0.7729859104046243,0.6674876847290641,0.6797385955219071,0.7864165837002132,0.0
10,128,True,0.7915462427745664,0.698967434471803,0.67487477021266,0.8014083376673494,0.0
11,150,True,0.7902366329479769,0.6921725551434706,0.6895019836711342,0.8020986673430084,0.0
