,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8303829479768786,0.7539149888143177,0.7461156749947232,0.8415686079247283,0.0
1,16,False,0.8211253612716763,0.7310499719258843,0.7257120143595085,0.8318989284467561,0.0
2,32,False,0.7981394508670521,0.718868950516585,0.7086402311676172,0.8100364473875855,0.0
3,64,False,0.8103323699421965,0.7250129466597618,0.7074788099056595,0.8224929848279747,0.0
4,128,False,0.8124096820809249,0.7276712328767123,0.7110959778486378,0.8234706235593656,0.0
5,150,False,0.8192286849710982,0.7209432902863561,0.7249577936188863,0.8308495739600722,0.0
6,8,True,0.8131773843930635,0.7471819645732689,0.7235864946926535,0.824879337067336,0.0
7,16,True,0.7982749277456648,0.7066381156316915,0.6862454613281019,0.8095622027173669,0.0
8,32,True,0.7854497832369942,0.687596500257334,0.68032195688241,0.7969252097034595,0.0
9,64,True,0.7764179913294798,0.6927710843373494,0.6824868456699175,0.7894112777192228,0.0
10,128,True,0.778721098265896,0.6980010804970286,0.6882159346828711,0.7909327150621877,0.0
11,150,True,0.7897398843930635,0.7030927835051546,0.6842694951824091,0.7998864116255505,0.0
