,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.7998103323699421,0.75,0.7139263918100759,0.8156126229558832,0.0
1,16,False,0.814080563583815,0.6991260923845194,0.6979683690824243,0.823327787359533,0.0
2,32,False,0.7922687861271677,0.7058577405857741,0.6734506459904331,0.8039582835022919,0.0
3,64,False,0.7970556358381503,0.6831460674157304,0.6794082513176937,0.8069172462995311,0.0
4,128,False,0.7826047687861272,0.6766116142781033,0.6722233210300185,0.7944890173184989,0.0
5,150,False,0.7785856213872833,0.6890399320305862,0.6687686611321438,0.7906773093685556,0.0
6,8,True,0.7921784682080925,0.7304843304843306,0.7062726947646638,0.8060698525590028,0.0
7,16,True,0.7639541184971098,0.6646848989298454,0.6711420456781518,0.7788275273946392,0.0
8,32,True,0.7545610549132948,0.645540324016379,0.6514447377157128,0.7715774131777605,0.0
9,64,True,0.7384393063583815,0.6546441729687803,0.6415800246081372,0.7567297924747242,0.0
10,128,True,0.753070809248555,0.6589958158995816,0.6350847238116228,0.7651593267533044,0.0
11,150,True,0.7693731936416185,0.6562670052602939,0.651156072865654,0.7787892772792472,0.0
