,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8863745210727969,0.8647746243739567,0.7499844185342651,0.8747123277263996,0.0
1,16,False,0.8780531609195402,0.8299319727891158,0.7362150894934814,0.8667237248382356,0.0
2,32,False,0.8761973180076629,0.8245614035087719,0.7301511000106516,0.8633661024268184,0.0
3,64,False,0.8769157088122606,0.8402154398563735,0.7278665555529449,0.8644343767435614,0.0
4,100,False,0.8751197318007663,0.822695035460993,0.7235143734586896,0.8617669540404574,0.0
5,8,True,0.9036757662835249,0.8744747899159663,0.8065393802991108,0.8928383609551623,0.0
6,16,True,0.9034961685823755,0.8722021660649819,0.8060097823556133,0.8941884174167604,0.0
7,32,True,0.8998443486590039,0.8710691823899372,0.8031252210409876,0.8912578077879452,0.0
8,64,True,0.9008022030651341,0.8721843897328444,0.801811225148492,0.8902924211487251,0.0
9,100,True,0.9014008620689655,0.875721027792344,0.807008626190052,0.8930152556595569,0.0
