,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8757782567049809,0.8832807570977917,0.724358023796757,0.861969822583276,0.0
1,16,False,0.8730842911877394,0.8836962294211365,0.7203457159912716,0.8600292848548269,0.0
2,32,False,0.8775143678160919,0.8937768240343348,0.7317935767337252,0.8650937876583475,0.0
3,64,False,0.876676245210728,0.8814691151919866,0.7329678412468698,0.8657816866263819,0.0
4,100,False,0.8786518199233716,0.8848080133555927,0.7332802794533791,0.8695427146731146,0.0
5,8,True,0.8946958812260536,0.8701406120760959,0.7806223839424132,0.8814305687621955,0.0
6,16,True,0.9028376436781609,0.9107835531419705,0.7963918616377269,0.8915876679817656,0.0
7,32,True,0.9004430076628352,0.8971061093247589,0.786953529649089,0.8878628183451296,0.0
8,64,True,0.9022389846743295,0.9045226130653266,0.7908422220052997,0.890599712775851,0.0
9,100,True,0.8984674329501916,0.870279146141215,0.7873361978808023,0.8868469579606917,0.0
