,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.90415469348659,0.880281690140845,0.7896706797722843,0.8960687078463305,0.0
1,16,False,0.9007423371647509,0.8763250883392226,0.7772754768697708,0.8922281320241914,0.0
2,32,False,0.8970306513409961,0.872791519434629,0.7720759746404412,0.887535745944572,0.0
3,64,False,0.9004430076628352,0.8623853211009175,0.7809619412244388,0.8921791468202998,0.0
4,128,False,0.9015205938697318,0.8828828828828829,0.7827387307612421,0.8937396219085679,0.0
5,150,False,0.8967313218390804,0.8698752228163994,0.7733956218348877,0.8878228265742567,0.0
6,8,True,0.9148108237547893,0.9129720853858785,0.8329174222673925,0.909296128529592,0.0
7,16,True,0.9191211685823755,0.8983050847457626,0.8396607569183099,0.9128644278548075,0.0
8,32,True,0.9156489463601533,0.8983050847457626,0.8365842036357003,0.9102614577068469,0.0
9,64,True,0.9204382183908046,0.9182608695652175,0.8395271623647852,0.9142992570521121,0.0
10,128,True,0.9145114942528736,0.9210084033613445,0.8385644309134107,0.9079122571480794,0.0
11,150,True,0.9216954022988506,0.9065743944636678,0.8417281148054554,0.915497257180512,0.0
