,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8862547892720306,0.8760611205432937,0.7520225945082835,0.8739923872225738,0.0
1,16,False,0.884279214559387,0.8576388888888888,0.7454935859386195,0.8731986593855474,0.0
2,32,False,0.8840397509578544,0.8526315789473684,0.7492625472055181,0.8725893535275577,0.0
3,64,False,0.8823635057471264,0.8581436077057794,0.7367753134619736,0.8695377926099072,0.0
4,100,False,0.8806872605363985,0.8439716312056738,0.7357911990438214,0.8686495818762472,0.0
5,8,True,0.9031968390804598,0.8783712321523004,0.8047213130826948,0.892548090359609,0.0
6,16,True,0.907088122605364,0.8961937716262977,0.8102775886236923,0.8980583089696816,0.0
7,32,True,0.9059506704980843,0.8713029576338929,0.8137750820597597,0.897504514502778,0.0
8,64,True,0.9054717432950191,0.8915662650602408,0.8081112705480732,0.8952407885629543,0.0
9,100,True,0.9057112068965517,0.8777016341591987,0.8098165454555162,0.896813937669103,0.0
