,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.904573754789272,0.880701754385965,0.789245007891153,0.8964731415627581,0.0
1,16,False,0.9048730842911877,0.8939130434782608,0.7890720332952882,0.8966645272847483,0.0
2,32,False,0.9013409961685823,0.8916083916083916,0.7806652991229209,0.8922550151963847,0.0
3,64,False,0.9026580459770115,0.8706739526411656,0.7871551091744394,0.894896228735245,0.0
4,100,False,0.9045138888888888,0.8944543828264758,0.7916457922878651,0.897207143727344,0.0
5,8,True,0.9176245210727969,0.8907014681892332,0.8326718134890624,0.9100739648687001,0.0
6,16,True,0.9145114942528736,0.9141914191419142,0.8347355122192793,0.909185447579954,0.0
7,32,True,0.9167863984674329,0.899830220713073,0.8363133329395475,0.9103994081181392,0.0
8,64,True,0.9116977969348659,0.8949152542372881,0.8285022170792485,0.9061571363415846,0.0
9,100,True,0.9204980842911877,0.927626459143969,0.8385236269238685,0.9138461611806837,0.0
