,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.9057710727969349,0.8904255319148936,0.7969866004665851,0.8979989499731427,0.0
1,16,False,0.907507183908046,0.8891246684350133,0.7995715204519851,0.9008550710487582,0.0
2,32,False,0.9033764367816092,0.8904255319148936,0.790965225864763,0.8945577075731108,0.0
3,64,False,0.9031369731800766,0.8729281767955801,0.7906335638923557,0.8958011008765991,0.0
4,128,False,0.9063098659003831,0.8888888888888887,0.7974130009425718,0.8989558898786227,0.0
5,150,False,0.9042145593869731,0.8884955752212389,0.7915883286066622,0.896452327812364,0.0
6,8,True,0.9139128352490421,0.9078498293515358,0.8342555230300068,0.9079205356181497,0.0
7,16,True,0.9190014367816092,0.9118136439267887,0.841465637007967,0.9122650633614788,0.0
8,32,True,0.9179238505747126,0.9166666666666665,0.8418703850743956,0.9134893150149108,0.0
9,64,True,0.9223539272030651,0.9228070175438596,0.8416716486443961,0.9148338866425307,0.0
10,128,True,0.9125359195402298,0.9188255613126081,0.8310800636742435,0.9049179036898505,0.0
11,150,True,0.9187021072796935,0.9096989966555183,0.8405899860948585,0.9129557449979268,0.0
