,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8996647509578544,0.8794326241134751,0.7737148632685436,0.8905798441496307,0.0
1,16,False,0.9006824712643678,0.8888888888888887,0.7758844316250826,0.891765866475648,0.0
2,32,False,0.9015205938697318,0.8842832469775475,0.7791762007545255,0.8930915464400125,0.0
3,64,False,0.8985871647509579,0.8632326820603907,0.7694626574543965,0.8896717829750124,0.0
4,100,False,0.8982878352490421,0.8745519713261648,0.7737215344979452,0.8890295938783513,0.0
5,8,True,0.9114583333333334,0.9131944444444443,0.8206166801935043,0.9030554624671873,0.0
6,16,True,0.9123563218390804,0.9075043630017452,0.8235557367317937,0.9058527507845155,0.0
7,32,True,0.9131345785440613,0.9046793760831889,0.8262675405189099,0.9069636141340696,0.0
8,64,True,0.9001436781609196,0.8987566607460036,0.8102701768273448,0.8924708143394424,0.0
9,100,True,0.9152298850574713,0.9017543859649123,0.8346678526878684,0.9093920650429977,0.0
