,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.881764846743295,0.8748685594111463,0.7355889650814577,0.8684507028398673,0.0
1,16,False,0.8781130268199234,0.8749672346002622,0.729830062390959,0.8650582873677726,0.0
2,32,False,0.8836805555555556,0.8731362804080566,0.7389482498389458,0.8712604896713161,0.0
3,64,False,0.8811063218390804,0.8617021276595744,0.7309750385973283,0.8700269076484509,0.0
4,100,False,0.8778735632183908,0.8571428571428571,0.7205276845345968,0.8661167422142225,0.0
5,8,True,0.9038553639846744,0.8655244029075806,0.8051748584427286,0.8952392653309541,0.0
6,16,True,0.9057710727969349,0.867012987012987,0.810479511434185,0.897710495790899,0.0
7,32,True,0.9051125478927203,0.8717010713352495,0.8112478295481569,0.8968136382565732,0.0
8,64,True,0.9036757662835249,0.8651597817614965,0.8047195595483139,0.894745577141125,0.0
9,100,True,0.9061302681992337,0.8661131292163986,0.8080252415590157,0.897621077758082,0.0
