,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8860153256704981,0.8805460750853241,0.7504659721539378,0.8738292592696887,0.0
1,16,False,0.8794899425287356,0.8206896551724138,0.732944129093706,0.868078396489781,0.0
2,32,False,0.8805675287356322,0.8189806678383129,0.735367979043407,0.8687837059816249,0.0
3,64,False,0.8805675287356322,0.8333333333333334,0.7291276080552114,0.8680953822277203,0.0
4,128,False,0.8764367816091954,0.8273381294964027,0.7234895209664985,0.8645930010948004,0.0
5,150,False,0.8821240421455939,0.8395904436860069,0.7368853715718464,0.8703947847260116,0.0
6,8,True,0.907507183908046,0.8877400295420976,0.8117744269830965,0.8985120774116827,0.0
7,16,True,0.9058908045977011,0.8720899816897725,0.8129057107438716,0.8976823684202982,0.0
8,32,True,0.9056513409961686,0.8849420849420849,0.812326146657964,0.896055150442233,0.0
9,64,True,0.9072677203065134,0.878499735868991,0.8094668540189087,0.898221515223801,0.0
10,128,True,0.8955340038314177,0.8711379050489827,0.8047086862772657,0.8857572358542326,0.0
11,150,True,0.9014607279693486,0.8652037617554859,0.8039015954420777,0.8930846463228979,0.0
