,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.8997844827586207,0.8865619546247818,0.777414472402993,0.8926544319724491,0.0
1,16,False,0.9051125478927203,0.8904109589041096,0.7885095958715869,0.8994181161788488,0.0
2,32,False,0.9022988505747126,0.8946385702854094,0.7838615359314981,0.8947743798515089,0.0
3,64,False,0.898227969348659,0.8771929824561404,0.7764422158681442,0.891030743112585,0.0
4,100,False,0.9052921455938697,0.8869565217391305,0.7924989252537399,0.8995079952076566,0.0
5,8,True,0.9180435823754789,0.9143835616438356,0.8300006139130001,0.911483521771358,0.0
6,16,True,0.9093031609195402,0.907473309608541,0.818007150994469,0.904291871060003,0.0
7,32,True,0.9095426245210728,0.8942807625649912,0.8246237651427278,0.904867700604236,0.0
8,64,True,0.90625,0.9125214408233276,0.8187140192526255,0.9002710118324018,0.0
9,100,True,0.9140924329501916,0.9043478260869565,0.8278277370094107,0.9079678077887005,0.0
